id,profile_type,gost,size_label,mass_per_meter
profile_арматура_d5_5,Арматура,ГОСТ 34028-2016,d5.5,0.187
profile_арматура_d6,Арматура,ГОСТ 34028-2016,d6,0.222
profile_арматура_d8,Арматура,ГОСТ 34028-2016,d8,0.395
profile_арматура_d10,Арматура,ГОСТ 34028-2016,d10,0.617
profile_арматура_d12,Арматура,ГОСТ 34028-2016,d12,0.888
profile_арматура_d14,Арматура,ГОСТ 34028-2016,d14,1.208
profile_арматура_d16,Арматура,ГОСТ 34028-2016,d16,1.578
profile_арматура_d18,Арматура,ГОСТ 34028-2016,d18,1.998
profile_арматура_d20,Арматура,ГОСТ 34028-2016,d20,2.466
profile_арматура_d22,Арматура,ГОСТ 34028-2016,d22,2.984
profile_арматура_d25,Арматура,ГОСТ 34028-2016,d25,3.853
profile_арматура_d28,Арматура,ГОСТ 34028-2016,d28,4.834
profile_арматура_d32,Арматура,ГОСТ 34028-2016,d32,6.313
profile_арматура_d36,Арматура,ГОСТ 34028-2016,d36,7.99
profile_арматура_d40,Арматура,ГОСТ 34028-2016,d40,9.865
profile_двутавр_10б1,Двутавр,ГОСТ Р 57837-2017,10Б1,8.1
profile_двутавр_12б1,Двутавр,ГОСТ Р 57837-2017,12Б1,8.7
profile_двутавр_12б2,Двутавр,ГОСТ Р 57837-2017,12Б2,10.4
profile_двутавр_14б1,Двутавр,ГОСТ Р 57837-2017,14Б1,10.5
profile_двутавр_14б2,Двутавр,ГОСТ Р 57837-2017,14Б2,12.9
profile_двутавр_16б1,Двутавр,ГОСТ Р 57837-2017,16Б1,12.7
profile_двутавр_16б2,Двутавр,ГОСТ Р 57837-2017,16Б2,15.8
profile_двутавр_18б1,Двутавр,ГОСТ Р 57837-2017,18Б1,15.4
profile_двутавр_18б2,Двутавр,ГОСТ Р 57837-2017,18Б2,18.8
profile_двутавр_20б0,Двутавр,ГОСТ Р 57837-2017,20Б0,18.2
profile_двутавр_20б1,Двутавр,ГОСТ Р 57837-2017,20Б1,21.3
profile_двутавр_20б2,Двутавр,ГОСТ Р 57837-2017,20Б2,25.3
profile_двутавр_20б3,Двутавр,ГОСТ Р 57837-2017,20Б3,31.6
profile_двутавр_25б1,Двутавр,ГОСТ Р 57837-2017,25Б1,25.7
profile_двутавр_25б2,Двутавр,ГОСТ Р 57837-2017,25Б2,29.6
profile_двутавр_25б3,Двутавр,ГОСТ Р 57837-2017,25Б3,37.4
profile_двутавр_25б4,Двутавр,ГОСТ Р 57837-2017,25Б4,45.3
profile_двутавр_30б1,Двутавр,ГОСТ Р 57837-2017,30Б1,32.0
profile_двутавр_30б2,Двутавр,ГОСТ Р 57837-2017,30Б2,36.7
profile_двутавр_30б3,Двутавр,ГОСТ Р 57837-2017,30Б3,46.1
profile_двутавр_30б4,Двутавр,ГОСТ Р 57837-2017,30Б4,55.6
profile_двутавр_35б1,Двутавр,ГОСТ Р 57837-2017,35Б1,41.4
profile_двутавр_35б2,Двутавр,ГОСТ Р 57837-2017,35Б2,49.6
profile_двутавр_35б3,Двутавр,ГОСТ Р 57837-2017,35Б3,60.5
profile_двутавр_35б4,Двутавр,ГОСТ Р 57837-2017,35Б4,72.9
profile_двутавр_40б1,Двутавр,ГОСТ Р 57837-2017,40Б1,56.6
profile_двутавр_40б2,Двутавр,ГОСТ Р 57837-2017,40Б2,66.0
profile_двутавр_40б3,Двутавр,ГОСТ Р 57837-2017,40Б3,80.1
profile_двутавр_40б4,Двутавр,ГОСТ Р 57837-2017,40Б4,94.3
profile_двутавр_45б1,Двутавр,ГОСТ Р 57837-2017,45Б1,66.2
profile_двутавр_45б2,Двутавр,ГОСТ Р 57837-2017,45Б2,76.0
profile_двутавр_45б3,Двутавр,ГОСТ Р 57837-2017,45Б3,90.6
profile_двутавр_45б4,Двутавр,ГОСТ Р 57837-2017,45Б4,105.4
profile_двутавр_50б1,Двутавр,ГОСТ Р 57837-2017,50Б1,72.5
profile_двутавр_50б2,Двутавр,ГОСТ Р 57837-2017,50Б2,79.5
profile_двутавр_50б3,Двутавр,ГОСТ Р 57837-2017,50Б3,89.7
profile_двутавр_50б4,Двутавр,ГОСТ Р 57837-2017,50Б4,109.9
profile_двутавр_55б1,Двутавр,ГОСТ Р 57837-2017,55Б1,89.0
profile_двутавр_55б2,Двутавр,ГОСТ Р 57837-2017,55Б2,97.9
profile_двутавр_55б3,Двутавр,ГОСТ Р 57837-2017,55Б3,116.7
profile_двутавр_60б1,Двутавр,ГОСТ Р 57837-2017,60Б1,94.6
profile_двутавр_60б2,Двутавр,ГОСТ Р 57837-2017,60Б2,105.5
profile_двутавр_60б3,Двутавр,ГОСТ Р 57837-2017,60Б3,118.8
profile_двутавр_70б1,Двутавр,ГОСТ Р 57837-2017,70Б1,129.3
profile_двутавр_70б2,Двутавр,ГОСТ Р 57837-2017,70Б2,146.8
profile_двутавр_70б3,Двутавр,ГОСТ Р 57837-2017,70Б3,165.1
profile_двутавр_20ш1,Двутавр,ГОСТ Р 57837-2017,20Ш1,30.6
profile_двутавр_25ш1,Двутавр,ГОСТ Р 57837-2017,25Ш1,44.2
profile_двутавр_25ш2,Двутавр,ГОСТ Р 57837-2017,25Ш2,53.8
profile_двутавр_30ш1,Двутавр,ГОСТ Р 57837-2017,30Ш1,56.8
profile_двутавр_30ш2,Двутавр,ГОСТ Р 57837-2017,30Ш2,68.6
profile_двутавр_30ш3,Двутавр,ГОСТ Р 57837-2017,30Ш3,82.9
profile_двутавр_35ш1,Двутавр,ГОСТ Р 57837-2017,35Ш1,65.3
profile_двутавр_35ш2,Двутавр,ГОСТ Р 57837-2017,35Ш2,79.7
profile_двутавр_35ш3,Двутавр,ГОСТ Р 57837-2017,35Ш3,98.9
profile_двутавр_40ш1,Двутавр,ГОСТ Р 57837-2017,40Ш1,88.6
profile_двутавр_40ш2,Двутавр,ГОСТ Р 57837-2017,40Ш2,106.7
profile_двутавр_40ш3,Двутавр,ГОСТ Р 57837-2017,40Ш3,129.4
profile_двутавр_45ш1,Двутавр,ГОСТ Р 57837-2017,45Ш1,123.6
profile_двутавр_50ш1,Двутавр,ГОСТ Р 57837-2017,50Ш1,114.2
profile_двутавр_50ш2,Двутавр,ГОСТ Р 57837-2017,50Ш2,138.4
profile_двутавр_50ш3,Двутавр,ГОСТ Р 57837-2017,50Ш3,156.1
profile_двутавр_60ш1,Двутавр,ГОСТ Р 57837-2017,60Ш1,137.0
profile_двутавр_60ш2,Двутавр,ГОСТ Р 57837-2017,60Ш2,170.7
profile_двутавр_60ш3,Двутавр,ГОСТ Р 57837-2017,60Ш3,198.1
profile_двутавр_70ш1,Двутавр,ГОСТ Р 57837-2017,70Ш1,166.0
profile_двутавр_70ш2,Двутавр,ГОСТ Р 57837-2017,70Ш2,190.4
profile_двутавр_70ш3,Двутавр,ГОСТ Р 57837-2017,70Ш3,226.9
profile_двутавр_15к1,Двутавр,ГОСТ Р 57837-2017,15К1,26.8
profile_двутавр_15к2,Двутавр,ГОСТ Р 57837-2017,15К2,31.5
profile_двутавр_20к1,Двутавр,ГОСТ Р 57837-2017,20К1,41.4
profile_двутавр_20к2,Двутавр,ГОСТ Р 57837-2017,20К2,49.9
profile_двутавр_20к3,Двутавр,ГОСТ Р 57837-2017,20К3,57.8
profile_двутавр_25к1,Двутавр,ГОСТ Р 57837-2017,25К1,62.6
profile_двутавр_25к2,Двутавр,ГОСТ Р 57837-2017,25К2,72.4
profile_двутавр_25к3,Двутавр,ГОСТ Р 57837-2017,25К3,80.2
profile_двутавр_30к1,Двутавр,ГОСТ Р 57837-2017,30К1,87.0
profile_двутавр_30к2,Двутавр,ГОСТ Р 57837-2017,30К2,94.0
profile_двутавр_30к3,Двутавр,ГОСТ Р 57837-2017,30К3,105.8
profile_двутавр_35к1,Двутавр,ГОСТ Р 57837-2017,35К1,109.1
profile_двутавр_35к2,Двутавр,ГОСТ Р 57837-2017,35К2,136.5
profile_двутавр_35к3,Двутавр,ГОСТ Р 57837-2017,35К3,154.2
profile_двутавр_40к1,Двутавр,ГОСТ Р 57837-2017,40К1,146.7
profile_двутавр_40к2,Двутавр,ГОСТ Р 57837-2017,40К2,171.7
profile_двутавр_40к3,Двутавр,ГОСТ Р 57837-2017,40К3,200.1
profile_двутавр_40к4,Двутавр,ГОСТ Р 57837-2017,40К4,231.9
profile_двутавр_40к5,Двутавр,ГОСТ Р 57837-2017,40К5,290.8
profile_швеллер_5у,Швеллер,ГОСТ 8240-97,5У,4.84
profile_швеллер_6_5у,Швеллер,ГОСТ 8240-97,6.5У,5.9
profile_швеллер_8у,Швеллер,ГОСТ 8240-97,8У,7.05
profile_швеллер_10у,Швеллер,ГОСТ 8240-97,10У,8.59
profile_швеллер_12у,Швеллер,ГОСТ 8240-97,12У,10.4
profile_швеллер_14у,Швеллер,ГОСТ 8240-97,14У,12.3
profile_швеллер_16у,Швеллер,ГОСТ 8240-97,16У,14.2
profile_швеллер_16ау,Швеллер,ГОСТ 8240-97,16аУ,15.3
profile_швеллер_18у,Швеллер,ГОСТ 8240-97,18У,16.3
profile_швеллер_18ау,Швеллер,ГОСТ 8240-97,18аУ,17.4
profile_швеллер_20у,Швеллер,ГОСТ 8240-97,20У,18.4
profile_швеллер_22у,Швеллер,ГОСТ 8240-97,22У,21.0
profile_швеллер_24у,Швеллер,ГОСТ 8240-97,24У,24.0
profile_швеллер_27у,Швеллер,ГОСТ 8240-97,27У,27.7
profile_швеллер_30у,Швеллер,ГОСТ 8240-97,30У,31.8
profile_швеллер_33у,Швеллер,ГОСТ 8240-97,33У,36.5
profile_швеллер_36у,Швеллер,ГОСТ 8240-97,36У,41.9
profile_швеллер_40у,Швеллер,ГОСТ 8240-97,40У,48.3
profile_швеллер_5п,Швеллер,ГОСТ 8240-97,5П,4.84
profile_швеллер_6_5п,Швеллер,ГОСТ 8240-97,6.5П,5.9
profile_швеллер_8п,Швеллер,ГОСТ 8240-97,8П,7.05
profile_швеллер_10п,Швеллер,ГОСТ 8240-97,10П,8.59
profile_швеллер_12п,Швеллер,ГОСТ 8240-97,12П,10.4
profile_швеллер_14п,Швеллер,ГОСТ 8240-97,14П,12.3
profile_швеллер_16п,Швеллер,ГОСТ 8240-97,16П,14.2
profile_швеллер_16ап,Швеллер,ГОСТ 8240-97,16аП,15.3
profile_швеллер_18п,Швеллер,ГОСТ 8240-97,18П,16.3
profile_швеллер_18ап,Швеллер,ГОСТ 8240-97,18аП,17.4
profile_швеллер_20п,Швеллер,ГОСТ 8240-97,20П,18.4
profile_швеллер_22п,Швеллер,ГОСТ 8240-97,22П,21.0
profile_швеллер_24п,Швеллер,ГОСТ 8240-97,24П,24.0
profile_швеллер_27п,Швеллер,ГОСТ 8240-97,27П,27.7
profile_швеллер_30п,Швеллер,ГОСТ 8240-97,30П,31.8
profile_швеллер_33п,Швеллер,ГОСТ 8240-97,33П,36.5
profile_швеллер_36п,Швеллер,ГОСТ 8240-97,36П,41.9
profile_швеллер_40п,Швеллер,ГОСТ 8240-97,40П,48.3
profile_швеллер_5э,Швеллер,ГОСТ 8240-97,5Э,4.79
profile_швеллер_6_5э,Швеллер,ГОСТ 8240-97,6.5Э,5.82
profile_швеллер_8э,Швеллер,ГОСТ 8240-97,8Э,6.92
profile_швеллер_10э,Швеллер,ГОСТ 8240-97,10Э,8.47
profile_швеллер_12э,Швеллер,ГОСТ 8240-97,12Э,10.24
profile_швеллер_14э,Швеллер,ГОСТ 8240-97,14Э,12.15
profile_швеллер_16э,Швеллер,ГОСТ 8240-97,16Э,14.01
profile_швеллер_18э,Швеллер,ГОСТ 8240-97,18Э,16.01
profile_швеллер_20э,Швеллер,ГОСТ 8240-97,20Э,18.07
profile_швеллер_22э,Швеллер,ГОСТ 8240-97,22Э,20.69
profile_швеллер_24э,Швеллер,ГОСТ 8240-97,24Э,23.69
profile_швеллер_27э,Швеллер,ГОСТ 8240-97,27Э,27.37
profile_швеллер_30э,Швеллер,ГОСТ 8240-97,30Э,31.35
profile_швеллер_12л,Швеллер,ГОСТ 8240-97,12Л,5.03
profile_швеллер_14л,Швеллер,ГОСТ 8240-97,14Л,6.21
profile_швеллер_16л,Швеллер,ГОСТ 8240-97,16Л,7.12
profile_швеллер_18л,Швеллер,ГОСТ 8240-97,18Л,8.5
profile_швеллер_20л,Швеллер,ГОСТ 8240-97,20Л,10.12
profile_швеллер_22л,Швеллер,ГОСТ 8240-97,22Л,11.87
profile_швеллер_24л,Швеллер,ГОСТ 8240-97,24Л,13.67
profile_швеллер_27л,Швеллер,ГОСТ 8240-97,27Л,16.31
profile_швеллер_30л,Швеллер,ГОСТ 8240-97,30Л,19.08
profile_уголок_равнополочный_20x20x3,Уголок равнополочный,ГОСТ 8509-93,20x20x3,0.89
profile_уголок_равнополочный_20x20x4,Уголок равнополочный,ГОСТ 8509-93,20x20x4,1.15
profile_уголок_равнополочный_25x25x3,Уголок равнополочный,ГОСТ 8509-93,25x25x3,1.12
profile_уголок_равнополочный_25x25x4,Уголок равнополочный,ГОСТ 8509-93,25x25x4,1.46
profile_уголок_равнополочный_25x25x5,Уголок равнополочный,ГОСТ 8509-93,25x25x5,1.78
profile_уголок_равнополочный_28x28x3,Уголок равнополочный,ГОСТ 8509-93,28x28x3,1.27
profile_уголок_равнополочный_30x30x3,Уголок равнополочный,ГОСТ 8509-93,30x30x3,1.36
profile_уголок_равнополочный_30x30x4,Уголок равнополочный,ГОСТ 8509-93,30x30x4,1.78
profile_уголок_равнополочный_30x30x5,Уголок равнополочный,ГОСТ 8509-93,30x30x5,2.18
profile_уголок_равнополочный_32x32x3,Уголок равнополочный,ГОСТ 8509-93,32x32x3,1.46
profile_уголок_равнополочный_32x32x4,Уголок равнополочный,ГОСТ 8509-93,32x32x4,1.91
profile_уголок_равнополочный_35x35x3,Уголок равнополочный,ГОСТ 8509-93,35x35x3,1.6
profile_уголок_равнополочный_35x35x4,Уголок равнополочный,ГОСТ 8509-93,35x35x4,2.1
profile_уголок_равнополочный_35x35x5,Уголок равнополочный,ГОСТ 8509-93,35x35x5,2.58
profile_уголок_равнополочный_40x40x3,Уголок равнополочный,ГОСТ 8509-93,40x40x3,1.85
profile_уголок_равнополочный_40x40x4,Уголок равнополочный,ГОСТ 8509-93,40x40x4,2.42
profile_уголок_равнополочный_40x40x5,Уголок равнополочный,ГОСТ 8509-93,40x40x5,2.98
profile_уголок_равнополочный_40x40x6,Уголок равнополочный,ГОСТ 8509-93,40x40x6,3.52
profile_уголок_равнополочный_45x45x3,Уголок равнополочный,ГОСТ 8509-93,45x45x3,2.08
profile_уголок_равнополочный_45x45x4,Уголок равнополочный,ГОСТ 8509-93,45x45x4,2.73
profile_уголок_равнополочный_45x45x5,Уголок равнополочный,ГОСТ 8509-93,45x45x5,3.37
profile_уголок_равнополочный_45x45x6,Уголок равнополочный,ГОСТ 8509-93,45x45x6,3.99
profile_уголок_равнополочный_50x50x3,Уголок равнополочный,ГОСТ 8509-93,50x50x3,2.32
profile_уголок_равнополочный_50x50x4,Уголок равнополочный,ГОСТ 8509-93,50x50x4,3.05
profile_уголок_равнополочный_50x50x5,Уголок равнополочный,ГОСТ 8509-93,50x50x5,3.77
profile_уголок_равнополочный_50x50x6,Уголок равнополочный,ГОСТ 8509-93,50x50x6,4.47
profile_уголок_равнополочный_50x50x7,Уголок равнополочный,ГОСТ 8509-93,50x50x7,5.15
profile_уголок_равнополочный_50x50x8,Уголок равнополочный,ГОСТ 8509-93,50x50x8,5.82
profile_уголок_равнополочный_56x56x4,Уголок равнополочный,ГОСТ 8509-93,56x56x4,3.44
profile_уголок_равнополочный_56x56x5,Уголок равнополочный,ГОСТ 8509-93,56x56x5,4.25
profile_уголок_равнополочный_60x60x4,Уголок равнополочный,ГОСТ 8509-93,60x60x4,3.71
profile_уголок_равнополочный_60x60x5,Уголок равнополочный,ГОСТ 8509-93,60x60x5,4.58
profile_уголок_равнополочный_60x60x6,Уголок равнополочный,ГОСТ 8509-93,60x60x6,5.43
profile_уголок_равнополочный_60x60x8,Уголок равнополочный,ГОСТ 8509-93,60x60x8,7.1
profile_уголок_равнополочный_63x63x4,Уголок равнополочный,ГОСТ 8509-93,63x63x4,3.9
profile_уголок_равнополочный_63x63x5,Уголок равнополочный,ГОСТ 8509-93,63x63x5,4.81
profile_уголок_равнополочный_63x63x6,Уголок равнополочный,ГОСТ 8509-93,63x63x6,5.72
profile_уголок_равнополочный_70x70x5,Уголок равнополочный,ГОСТ 8509-93,70x70x5,5.38
profile_уголок_равнополочный_70x70x6,Уголок равнополочный,ГОСТ 8509-93,70x70x6,6.39
profile_уголок_равнополочный_70x70x7,Уголок равнополочный,ГОСТ 8509-93,70x70x7,7.39
profile_уголок_равнополочный_70x70x8,Уголок равнополочный,ГОСТ 8509-93,70x70x8,8.37
profile_уголок_равнополочный_75x75x5,Уголок равнополочный,ГОСТ 8509-93,75x75x5,5.8
profile_уголок_равнополочный_75x75x6,Уголок равнополочный,ГОСТ 8509-93,75x75x6,6.89
profile_уголок_равнополочный_75x75x7,Уголок равнополочный,ГОСТ 8509-93,75x75x7,7.96
profile_уголок_равнополочный_75x75x8,Уголок равнополочный,ГОСТ 8509-93,75x75x8,9.02
profile_уголок_равнополочный_75x75x9,Уголок равнополочный,ГОСТ 8509-93,75x75x9,10.07
profile_уголок_равнополочный_80x80x6,Уголок равнополочный,ГОСТ 8509-93,80x80x6,7.36
profile_уголок_равнополочный_80x80x7,Уголок равнополочный,ГОСТ 8509-93,80x80x7,8.51
profile_уголок_равнополочный_80x80x8,Уголок равнополочный,ГОСТ 8509-93,80x80x8,9.65
profile_уголок_равнополочный_80x80x10,Уголок равнополочный,ГОСТ 8509-93,80x80x10,11.88
profile_уголок_равнополочный_90x90x6,Уголок равнополочный,ГОСТ 8509-93,90x90x6,8.33
profile_уголок_равнополочный_90x90x7,Уголок равнополочный,ГОСТ 8509-93,90x90x7,9.64
profile_уголок_равнополочный_90x90x8,Уголок равнополочный,ГОСТ 8509-93,90x90x8,10.93
profile_уголок_равнополочный_90x90x9,Уголок равнополочный,ГОСТ 8509-93,90x90x9,12.2
profile_уголок_равнополочный_90x90x10,Уголок равнополочный,ГОСТ 8509-93,90x90x10,13.48
profile_уголок_равнополочный_90x90x12,Уголок равнополочный,ГОСТ 8509-93,90x90x12,15.96
profile_уголок_равнополочный_100x100x7,Уголок равнополочный,ГОСТ 8509-93,100x100x7,10.79
profile_уголок_равнополочный_100x100x8,Уголок равнополочный,ГОСТ 8509-93,100x100x8,12.25
profile_уголок_равнополочный_100x100x10,Уголок равнополочный,ГОСТ 8509-93,100x100x10,15.1
profile_уголок_равнополочный_100x100x12,Уголок равнополочный,ГОСТ 8509-93,100x100x12,17.9
profile_уголок_равнополочный_100x100x14,Уголок равнополочный,ГОСТ 8509-93,100x100x14,20.63
profile_уголок_равнополочный_100x100x15,Уголок равнополочный,ГОСТ 8509-93,100x100x15,21.97
profile_уголок_равнополочный_100x100x16,Уголок равнополочный,ГОСТ 8509-93,100x100x16,23.3
profile_уголок_равнополочный_110x110x7,Уголок равнополочный,ГОСТ 8509-93,110x110x7,11.89
profile_уголок_равнополочный_110x110x8,Уголок равнополочный,ГОСТ 8509-93,110x110x8,13.5
profile_уголок_равнополочный_120x120x8,Уголок равнополочный,ГОСТ 8509-93,120x120x8,14.76
profile_уголок_равнополочный_120x120x10,Уголок равнополочный,ГОСТ 8509-93,120x120x10,18.24
profile_уголок_равнополочный_120x120x12,Уголок равнополочный,ГОСТ 8509-93,120x120x12,21.67
profile_уголок_равнополочный_120x120x15,Уголок равнополочный,ГОСТ 8509-93,120x120x15,26.68
profile_уголок_равнополочный_125x125x8,Уголок равнополочный,ГОСТ 8509-93,125x125x8,15.46
profile_уголок_равнополочный_125x125x9,Уголок равнополочный,ГОСТ 8509-93,125x125x9,17.3
profile_уголок_равнополочный_125x125x10,Уголок равнополочный,ГОСТ 8509-93,125x125x10,19.1
profile_уголок_равнополочный_125x125x12,Уголок равнополочный,ГОСТ 8509-93,125x125x12,22.68
profile_уголок_равнополочный_125x125x14,Уголок равнополочный,ГОСТ 8509-93,125x125x14,26.2
profile_уголок_равнополочный_125x125x16,Уголок равнополочный,ГОСТ 8509-93,125x125x16,29.65
profile_уголок_равнополочный_140x140x9,Уголок равнополочный,ГОСТ 8509-93,140x140x9,19.41
profile_уголок_равнополочный_140x140x10,Уголок равнополочный,ГОСТ 8509-93,140x140x10,21.45
profile_уголок_равнополочный_140x140x12,Уголок равнополочный,ГОСТ 8509-93,140x140x12,25.5
profile_уголок_равнополочный_150x150x10,Уголок равнополочный,ГОСТ 8509-93,150x150x10,23.02
profile_уголок_равнополочный_150x150x12,Уголок равнополочный,ГОСТ 8509-93,150x150x12,27.39
profile_уголок_равнополочный_150x150x15,Уголок равнополочный,ГОСТ 8509-93,150x150x15,33.82
profile_уголок_равнополочный_150x150x18,Уголок равнополочный,ГОСТ 8509-93,150x150x18,40.11
profile_уголок_равнополочный_160x160x10,Уголок равнополочный,ГОСТ 8509-93,160x160x10,24.67
profile_уголок_равнополочный_160x160x11,Уголок равнополочный,ГОСТ 8509-93,160x160x11,27.02
profile_уголок_равнополочный_160x160x12,Уголок равнополочный,ГОСТ 8509-93,160x160x12,28.35
profile_уголок_равнополочный_160x160x14,Уголок равнополочный,ГОСТ 8509-93,160x160x14,33.97
profile_уголок_равнополочный_160x160x16,Уголок равнополочный,ГОСТ 8509-93,160x160x16,38.52
profile_уголок_равнополочный_160x160x18,Уголок равнополочный,ГОСТ 8509-93,160x160x18,43.01
profile_уголок_равнополочный_160x160x20,Уголок равнополочный,ГОСТ 8509-93,160x160x20,47.44
profile_уголок_равнополочный_180x180x11,Уголок равнополочный,ГОСТ 8509-93,180x180x11,30.47
profile_уголок_равнополочный_180x180x12,Уголок равнополочный,ГОСТ 8509-93,180x180x12,33.12
profile_уголок_равнополочный_180x180x15,Уголок равнополочный,ГОСТ 8509-93,180x180x15,40.96
profile_уголок_равнополочный_180x180x18,Уголок равнополочный,ГОСТ 8509-93,180x180x18,48.66
profile_уголок_равнополочный_180x180x20,Уголок равнополочный,ГОСТ 8509-93,180x180x20,53.72
profile_уголок_равнополочный_200x200x12,Уголок равнополочный,ГОСТ 8509-93,200x200x12,36.97
